variant,workload,status,latency_ms,reference_latency_ms,speedup_factor,max_abs_error,max_rel_error
baseline,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,14.49212153752645,11.482887983322144,0.792353828498327,512.0,0.3990384638309479
baseline,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,6.230995734532674,10.859188858668011,1.742769425837595,512.0,0.014814814552664757
baseline,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,37.53873119354248,13.723124329249066,0.36557240729568813,1024.0,0.11398963630199432
profile_only,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,13.147888453801473,11.358341868718464,0.8638909516633757,256.0,0.44374987483024597
profile_only,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,7.446562099456787,10.81015526453654,1.451697457182976,1024.0,0.031088082119822502
profile_only,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,43.239502016703284,13.60127730369568,0.31455675179703846,1024.0,0.43939387798309326
grouped,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,13.279645331700642,11.324524815877277,0.8527731376111244,256.0,0.03086419776082039
grouped,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,6.280867203076681,10.869705613454181,1.7306058641280713,128.0,0.0223214291036129
grouped,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,36.759128189086915,13.591173855463664,0.3697360227247888,1024.0,6.444440841674805
grouped_profile,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,13.12870715459188,11.380246988932292,0.8668216035995556,1024.0,0.03141361102461815
grouped_profile,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,7.61996476650238,10.823737653096517,1.4204445800954395,1024.0,0.016460904851555824
grouped_profile,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,36.16000328063965,13.685556252797445,0.3784722071672156,1024.0,0.025806451216340065
