variant,workload,status,latency_ms,reference_latency_ms,speedup_factor,max_abs_error,max_rel_error
baseline,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.833257532119752,12.14127197265625,1.1207406393375527,512.0,0.059405941516160965
baseline,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.697664046287537,11.243110370635986,2.3933406603482372,256.0,0.020134227350354195
baseline,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,34.71182403564453,14.869191932678223,0.4283610079784196,1024.0,0.828835129737854
baseline,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,58.44824352264404,16.462792015075685,0.2816644440084442,1024.0,40.74958038330078
baseline,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,299.3561325073242,22.374195098876953,0.07474106146240225,2048.0,14.187491416931152
baseline,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,20.25639181137085,12.55381760597229,0.6197459904446186,512.0,0.3536584973335266
baseline,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,7.908654427528381,11.432912015914917,1.445620379633649,1024.0,0.05624999850988388
baseline,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.518993377685547,12.945604801177979,0.6990447340824032,512.0,0.07751937955617905
baseline,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,PASSED,2758.501708984375,46.979265975952146,0.01703071845956875,4096.0,16601563.0
baseline,58a34f27-7995-4155-8b46-f60a7225e20e,PASSED,1821.0834533691407,36.42906055450439,0.02000405884041607,4096.0,9472656.0
baseline,5eadab1e-a0e3-4966-b0fd-1115cd77497c,PASSED,34.06858901977539,13.771849632263184,0.4042389200289217,1024.0,0.07999999821186066
baseline,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,PASSED,32.424278259277344,13.592870330810548,0.41921890202509937,1024.0,0.7569766640663147
baseline,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,PASSED,45.612030029296875,15.409992074966432,0.337849292501748,2048.0,0.1164383590221405
baseline,74d7ff04-0365-4cf8-a824-ce61b7131dea,PASSED,42.72300643920899,14.8887535572052,0.34849498661547995,1024.0,0.5344827771186829
baseline,4822167c-dae5-4bb1-bb53-e4adb256245b,PASSED,46.91590766906738,15.031692886352538,0.3203965058585713,1024.0,0.5276381373405457
baseline,81955b1e-086f-49c1-9f40-a18a5aaf509d,PASSED,40.525313758850096,14.569612741470337,0.35951881404714753,2048.0,0.08387096971273422
baseline,76010cb4-f73c-4145-8365-8642a2ce99de,PASSED,37.381025314331055,14.27413444519043,0.3818550808909472,1024.0,0.3958333432674408
baseline,fc378037-e8fa-4305-b00f-4af47933fd53,PASSED,40.56332969665527,14.615015935897826,0.36030118940415623,1024.0,0.36796537041664124
baseline,f7d6ac7c-24ec-47e4-aefc-4863a5e3e1d9,PASSED,26.645748901367188,13.280075120925904,0.49839376517747286,512.0,0.5306122303009033
profile_only,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.937553596496581,11.548199939727784,1.055830249227469,512.0,0.007874015718698502
profile_only,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.761472058296203,10.938220739364624,2.2972350998692295,1024.0,0.02142857201397419
profile_only,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,34.76712970733642,13.85782880783081,0.39858995909307365,1024.0,0.2544640898704529
profile_only,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,59.001976013183594,15.987491416931153,0.27096535569179675,2048.0,0.8575449585914612
profile_only,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,300.1173568725586,20.794258975982665,0.06928709219844525,2048.0,9.444441795349121
profile_only,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,20.419603157043458,12.599846458435058,0.6170465881012441,1024.0,0.2846153974533081
profile_only,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,8.0050687789917,11.43713436126709,1.4287365514313153,256.0,0.032407406717538834
profile_only,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.692177486419677,12.336388778686523,0.6599760133697217,512.0,0.08791209012269974
profile_only,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,PASSED,2759.1936645507812,45.808105659484866,0.016601990011796724,2048.0,194.64019775390625
profile_only,58a34f27-7995-4155-8b46-f60a7225e20e,PASSED,1821.3733703613282,36.13774223327637,0.01984093037777712,2048.0,10156250.0
profile_only,5eadab1e-a0e3-4966-b0fd-1115cd77497c,PASSED,34.14117908477783,13.795097637176514,0.404060375387773,1024.0,0.20353981852531433
profile_only,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,PASSED,32.46440162658691,13.789756679534912,0.42476546582154495,1024.0,0.32413792610168457
profile_only,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,PASSED,45.72066059112549,15.521214294433594,0.33947922216693227,1024.0,0.615384578704834
profile_only,74d7ff04-0365-4cf8-a824-ce61b7131dea,PASSED,42.829656028747564,15.077889537811279,0.35204320874514833,1024.0,0.09917355328798294
profile_only,4822167c-dae5-4bb1-bb53-e4adb256245b,PASSED,47.082760429382326,15.228302335739135,0.32343690550131393,1024.0,0.4298245310783386
profile_only,81955b1e-086f-49c1-9f40-a18a5aaf509d,PASSED,40.72298736572266,14.747059202194214,0.36213107525129906,1024.0,0.1145833358168602
profile_only,76010cb4-f73c-4145-8365-8642a2ce99de,PASSED,37.601630210876465,14.44060320854187,0.38404194519111173,1024.0,0.25531914830207825
profile_only,fc378037-e8fa-4305-b00f-4af47933fd53,PASSED,40.93543872833252,14.902544021606445,0.36404994021212217,1024.0,0.35576921701431274
profile_only,f7d6ac7c-24ec-47e4-aefc-4863a5e3e1d9,PASSED,26.774088001251222,13.378841638565063,0.49969364551053375,2048.0,0.0200803205370903
grouped,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.779505586624147,11.575801563262939,1.0738712893870461,256.0,0.0625
grouped,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.683531212806702,10.9562207698822,2.3393077300143497,32.0,0.006329114083200693
grouped,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,33.47263851165772,14.04328956604004,0.419545341821473,1024.0,0.11176470667123795
grouped,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,44.52585582733154,16.063430261611938,0.3607663449278753,1024.0,0.290909081697464
grouped,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,246.72980575561525,20.99361114501953,0.08508745459725123,2048.0,3.987499713897705
grouped,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,19.817894458770752,12.691948795318604,0.6404287207060769,1024.0,0.1570248007774353
grouped,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,7.749220824241638,11.481886339187621,1.4816826877960694,512.0,0.05603448301553726
grouped,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.34126396179199,12.414591979980468,0.676866763699721,2048.0,0.07450980693101883
grouped,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,PASSED,2729.05869140625,45.98093147277832,0.016848641481244552,4096.0,10791016.0
grouped,58a34f27-7995-4155-8b46-f60a7225e20e,PASSED,1785.4865844726562,36.015729904174805,0.020171380853478693,2048.0,1562500.0
grouped,5eadab1e-a0e3-4966-b0fd-1115cd77497c,PASSED,28.72223348617554,13.883452796936036,0.48336954031163204,1024.0,0.33124998211860657
grouped,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,PASSED,29.35912628173828,13.752387189865113,0.46841949783836917,1024.0,0.1463414579629898
grouped,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,PASSED,40.58982429504394,15.545174360275269,0.38298205597734875,2048.0,0.9390243291854858
grouped,74d7ff04-0365-4cf8-a824-ce61b7131dea,PASSED,38.63103351593018,15.069830417633057,0.39009648580638545,1024.0,0.12269938737154007
grouped,4822167c-dae5-4bb1-bb53-e4adb256245b,PASSED,40.71902275085449,15.234459257125856,0.37413617095725016,1024.0,0.5147058963775635
grouped,81955b1e-086f-49c1-9f40-a18a5aaf509d,PASSED,36.7894910812378,14.70567364692688,0.3997248457298339,1024.0,0.04516129195690155
grouped,76010cb4-f73c-4145-8365-8642a2ce99de,PASSED,35.11547222137451,14.475088024139405,0.41221396462749355,1024.0,1.9437490701675415
grouped,fc378037-e8fa-4305-b00f-4af47933fd53,PASSED,36.787468910217285,14.77502875328064,0.40163210981816283,1024.0,0.589595377445221
grouped,f7d6ac7c-24ec-47e4-aefc-4863a5e3e1d9,PASSED,25.896516609191895,13.413321542739869,0.517958524892064,512.0,0.026455026119947433
grouped_profile,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.974232006072999,11.666540718078613,1.063084934929615,256.0,0.007518797181546688
grouped_profile,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.742782378196717,10.996000051498413,2.318470293313199,1024.0,0.10000000149011612
grouped_profile,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,33.56954402923584,14.042559957504272,0.41831250210829657,1024.0,0.04790419340133667
grouped_profile,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,44.587247657775876,16.102112150192262,0.3611371635625978,2048.0,0.22727270424365997
grouped_profile,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,246.7067642211914,20.949828815460204,0.08491793438090367,2048.0,341.972900390625
grouped_profile,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,19.917388629913333,12.84227352142334,0.6447769715220555,1024.0,0.1230769231915474
grouped_profile,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,7.804609608650208,11.56657600402832,1.482018522900691,1024.0,0.3769230246543884
grouped_profile,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.356404781341553,12.559870338439941,0.6842227815332594,1024.0,0.02185792289674282
grouped_profile,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,PASSED,2729.660314941406,45.96825103759765,0.01684028257508092,4096.0,126.99956512451172
grouped_profile,58a34f27-7995-4155-8b46-f60a7225e20e,PASSED,1786.29794921875,36.08552474975586,0.02020129103632354,4096.0,13671875.0
grouped_profile,5eadab1e-a0e3-4966-b0fd-1115cd77497c,PASSED,28.784166240692137,13.636022424697876,0.4737334516023135,1024.0,0.15189872682094574
grouped_profile,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,PASSED,29.46575689315796,13.684814357757569,0.46443111600283465,1024.0,0.6094673871994019
grouped_profile,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,PASSED,40.70624141693115,15.501688003540039,0.38081845594057584,2048.0,0.06395348906517029
grouped_profile,74d7ff04-0365-4cf8-a824-ce61b7131dea,PASSED,38.89000492095947,14.853006410598756,0.38192349013033533,1024.0,0.4609374403953552
grouped_profile,4822167c-dae5-4bb1-bb53-e4adb256245b,PASSED,40.85531997680664,14.954780769348144,0.36604243407805637,1024.0,0.29411765933036804
grouped_profile,81955b1e-086f-49c1-9f40-a18a5aaf509d,PASSED,36.896309280395506,14.552161502838135,0.3944069687905149,1024.0,0.4923076331615448
grouped_profile,76010cb4-f73c-4145-8365-8642a2ce99de,PASSED,35.333350753784174,14.270416116714477,0.4038795022910791,512.0,1.5299993753433228
grouped_profile,fc378037-e8fa-4305-b00f-4af47933fd53,PASSED,37.05777778625488,14.625286388397218,0.39466172183216797,1024.0,0.17786559462547302
grouped_profile,f7d6ac7c-24ec-47e4-aefc-4863a5e3e1d9,PASSED,25.958774375915528,13.282300806045534,0.5116690261913448,512.0,0.07569720596075058
