variant,workload,status,latency_ms,reference_latency_ms,speedup_factor,max_abs_error,max_rel_error
baseline,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.824778238932291,12.202986399332682,1.127319759350223,64.0,0.019607843831181526
baseline,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.695285479227702,11.034229278564453,2.3500656834138662,2.0,0.004854368977248669
baseline,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,34.63602066040039,14.147775650024414,0.4084700083979239,256.0,0.054794520139694214
baseline,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,58.02392450968424,15.921514511108398,0.274395684980789,1024.0,0.14606741070747375
baseline,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,298.72458902994794,20.824042638142902,0.06970983776650283,2048.0,14.199993133544922
baseline,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,20.21885871887207,12.48969586690267,0.617725067500715,512.0,0.07236842066049576
baseline,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,7.903232097625732,11.443477312723795,1.4479490379842967,512.0,0.08396946638822556
baseline,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.49068768819173,12.20305061340332,0.6599565586301187,1024.0,0.04545454680919647
baseline,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,PASSED,2754.1181640625,45.22223917643229,0.016419861633578788,2048.0,41601564.0
baseline,58a34f27-7995-4155-8b46-f60a7225e20e,PASSED,1817.5539143880208,35.746805826822914,0.019667535330779466,4096.0,26.49993324279785
baseline,5eadab1e-a0e3-4966-b0fd-1115cd77497c,PASSED,34.09151967366537,13.697813034057617,0.4017953193397462,1024.0,0.031088082119822502
baseline,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,PASSED,32.16380818684896,13.538485209147135,0.420922955717747,512.0,0.09859153628349304
baseline,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,PASSED,45.53909428914388,15.455679893493652,0.33939366021115946,1024.0,0.40645161271095276
baseline,74d7ff04-0365-4cf8-a824-ce61b7131dea,PASSED,42.678270975748696,14.78818162282308,0.34650376607867384,1024.0,0.24242424964904785
baseline,4822167c-dae5-4bb1-bb53-e4adb256245b,PASSED,47.173632303873696,14.913034756978353,0.31613072872817044,1024.0,0.08275862038135529
baseline,81955b1e-086f-49c1-9f40-a18a5aaf509d,PASSED,40.614752451578774,14.463306744893393,0.3561096860589428,512.0,0.15819208323955536
baseline,76010cb4-f73c-4145-8365-8642a2ce99de,PASSED,37.29812240600586,14.168437321980795,0.3798699882999834,512.0,0.5742573738098145
baseline,fc378037-e8fa-4305-b00f-4af47933fd53,PASSED,40.75412368774414,14.530687967936197,0.35654521930760996,2048.0,0.03252032399177551
baseline,f7d6ac7c-24ec-47e4-aefc-4863a5e3e1d9,PASSED,26.656437555948894,13.236000061035156,0.49654047106835886,1024.0,0.013888888992369175
profile_only,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.958805402119955,11.599765459696451,1.0584881320597685,128.0,0.10596026480197906
profile_only,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.886783917744954,10.932981173197428,2.2372548811698922,32.0,0.0059523810632526875
profile_only,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,35.24172719319662,13.83297061920166,0.3925168180143027,1024.0,0.02777777798473835
profile_only,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,58.779541015625,16.047306696573894,0.27300837024753455,1024.0,0.17368420958518982
profile_only,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,301.6737060546875,20.951765696207683,0.06945174629309438,2048.0,42578124.0
profile_only,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,20.329845428466797,12.491914431254068,0.6144618499539749,512.0,0.012048192322254181
profile_only,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,8.79312006632487,11.456234614054361,1.3028634350085198,512.0,0.007751937955617905
profile_only,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.76155726114909,12.242602666219076,0.6525365936211871,256.0,0.06106870248913765
profile_only,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,PASSED,2755.0813802083335,45.34689076741537,0.016459365263463227,2048.0,92.99952697753906
profile_only,58a34f27-7995-4155-8b46-f60a7225e20e,PASSED,1817.1228841145833,35.83789825439453,0.019722330596181455,4096.0,48437500.0
profile_only,5eadab1e-a0e3-4966-b0fd-1115cd77497c,PASSED,34.422646840413414,13.677557309468588,0.39734182478410257,512.0,0.0859374925494194
profile_only,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,PASSED,32.44183476765951,13.40230401357015,0.41311794198923013,1024.0,1.940540075302124
profile_only,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,PASSED,45.81144587198893,16.08614381154378,0.35113809453849903,1024.0,0.9461537599563599
profile_only,74d7ff04-0365-4cf8-a824-ce61b7131dea,PASSED,42.7229118347168,14.833322525024414,0.3471983038611802,2048.0,0.06565656512975693
profile_only,4822167c-dae5-4bb1-bb53-e4adb256245b,PASSED,47.273749033610024,15.109365145365397,0.3196142775692098,1024.0,0.23560209572315216
profile_only,81955b1e-086f-49c1-9f40-a18a5aaf509d,PASSED,40.65661875406901,14.59334405263265,0.3589414097839141,1024.0,0.11363636702299118
profile_only,76010cb4-f73c-4145-8365-8642a2ce99de,PASSED,37.626784006754555,14.16645336151123,0.376499180981509,1024.0,0.0607476644217968
profile_only,fc378037-e8fa-4305-b00f-4af47933fd53,PASSED,40.96774419148763,14.534250259399414,0.35477301829128716,512.0,0.07425742596387863
profile_only,f7d6ac7c-24ec-47e4-aefc-4863a5e3e1d9,PASSED,26.7270933787028,13.06112003326416,0.48868464101942993,1024.0,0.21658986806869507
grouped,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.802709261576334,11.44860808054606,1.0597904473155724,128.0,0.007692307699471712
grouped,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.692383925120036,10.99621327718099,2.343417216633589,256.0,0.007575757801532745
grouped,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,33.44565455118815,13.693866729736328,0.40943635020741004,2048.0,0.4270833432674408
grouped,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,44.47238413492838,15.893184026082357,0.35737198117966273,1024.0,0.2110091745853424
grouped,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,245.0178476969401,20.858623504638672,0.08513103719055795,2048.0,2.9999992847442627
grouped,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,19.76805369059245,12.509781201680502,0.632828167986708,512.0,0.12236286699771881
grouped,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,7.747434775034587,11.34062925974528,1.4637915115193276,512.0,0.0752212330698967
grouped,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.292821248372395,12.200586318969727,0.6669603421645677,256.0,0.04929577559232712
