variant,workload,status,latency_ms,reference_latency_ms,speedup_factor,max_abs_error,max_rel_error
default,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.742218653361002,12.26805337270101,1.142040929213688,512.0,0.007575757801532745
default,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.6771518389383955,11.290901184082031,2.4140548720446935,16.0,0.008163264952600002
default,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,33.432875315348305,15.431893030802408,0.46157839806610834,1024.0,0.008849557489156723
default,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,44.47874196370443,16.405215581258137,0.36883272451017457,1024.0,0.458715558052063
default,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,245.43826293945312,21.345984141031902,0.08697088989053722,2048.0,15.599992752075195
default,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,19.766197204589844,13.175071716308594,0.6665455970078682,256.0,0.02926829271018505
default,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,7.7620266278584795,11.659541130065918,1.5021258865846936,512.0,0.17669172585010529
default,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.270880381266277,13.112639745076498,0.7176796887423832,256.0,0.02631578966975212
default,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,PASSED,2734.465576171875,46.3470713297526,0.016949224643243214,2048.0,44.749942779541016
default,58a34f27-7995-4155-8b46-f60a7225e20e,PASSED,1781.6127522786458,36.60723368326823,0.02054724498151932,4096.0,40.49994659423828
default,5eadab1e-a0e3-4966-b0fd-1115cd77497c,PASSED,28.683072408040363,16.663562774658203,0.5809545971088899,1024.0,0.03723404183983803
default,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,PASSED,29.329386393229168,14.265002568562826,0.48637234946913077,512.0,1.4977372884750366
default,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,PASSED,40.55687459309896,15.881909052530924,0.3915959800125561,1024.0,0.04721030220389366
default,74d7ff04-0365-4cf8-a824-ce61b7131dea,PASSED,38.564832051595054,15.65241559346517,0.40587277995983856,1024.0,0.4972972571849823
default,4822167c-dae5-4bb1-bb53-e4adb256245b,PASSED,40.682655334472656,18.832512537638348,0.46291257005735614,1024.0,0.11340206116437912
default,81955b1e-086f-49c1-9f40-a18a5aaf509d,PASSED,36.73516845703125,17.853919982910156,0.4860170984051347,512.0,0.10497237741947174
default,76010cb4-f73c-4145-8365-8642a2ce99de,PASSED,35.066122690836586,14.99842103322347,0.4277182614530357,1024.0,0.596774160861969
default,fc378037-e8fa-4305-b00f-4af47933fd53,PASSED,36.71705627441406,15.06118392944336,0.41019584513747104,1024.0,0.0939597338438034
default,f7d6ac7c-24ec-47e4-aefc-4863a5e3e1d9,PASSED,25.85101890563965,13.784789085388184,0.5332396814108128,512.0,0.8408200144767761
legacy,b8f4f012-a32e-4356-b4e1-7665b3d598af,PASSED,10.839999834696451,11.842432022094727,1.0924752954506245,256.0,0.026595745235681534
legacy,e05c6c03-5603-4a1c-b34c-dcce0ecaeea4,PASSED,4.671509265899658,11.186378796895346,2.3945962985778273,128.0,0.0071428571827709675
legacy,6230e838-67ca-41dd-a9d6-6f36b7676c6b,PASSED,34.59763209025065,14.462848027547201,0.41802999667201857,1024.0,0.11627907305955887
legacy,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,PASSED,57.21745045979818,16.484277089436848,0.28809876981531957,1024.0,0.23484845459461212
legacy,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,PASSED,298.34105428059894,22.153066635131836,0.07425416756185421,2048.0,4.399996757507324
legacy,a7c2bcfd-a2f4-479e-8d32-200115df89cf,PASSED,20.215104420979817,13.112181345621744,0.648632877306018,1024.0,0.0714285746216774
legacy,2e69caee-ae5c-473b-aa99-5dc6659829d4,PASSED,7.901823997497559,11.715018590291342,1.4825714409738042,512.0,0.03500000014901161
legacy,8cba5890-4288-448a-93b8-42c14c6b9420,PASSED,18.49197832743327,12.812042554219564,0.6928432603239972,512.0,0.0347222238779068
legacy,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,PASSED,2756.286376953125,46.068032582600914,0.016713804838206177,2048.0,17675782.0
legacy,58a34f27-7995-4155-8b46-f60a7225e20e,PASSED,1817.7048746744792,36.240203857421875,0.01993734206380004,2048.0,60.55537033081055
legacy,5eadab1e-a0e3-4966-b0fd-1115cd77497c,PASSED,34.00482177734375,14.211626688639322,0.4179297507187067,1024.0,0.1071428582072258
legacy,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,PASSED,32.3983154296875,14.240405082702637,0.43954152843557254,1024.0,0.6931816339492798
legacy,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,PASSED,45.42463938395182,15.76137606302897,0.34697856222491763,512.0,0.23270438611507416
legacy,74d7ff04-0365-4cf8-a824-ce61b7131dea,PASSED,42.70002110799154,15.288511912027994,0.3580445984643007,1024.0,0.4848484992980957
legacy,4822167c-dae5-4bb1-bb53-e4adb256245b,PASSED,46.906027475992836,15.448437372843424,0.3293486616565462,1024.0,0.2969697117805481
legacy,81955b1e-086f-49c1-9f40-a18a5aaf509d,PASSED,40.35105005900065,14.920447985331217,0.36976603988036943,1024.0,0.30799999833106995
legacy,76010cb4-f73c-4145-8365-8642a2ce99de,PASSED,37.2827517191569,14.871477127075195,0.39888357058778534,512.0,1.011555790901184
legacy,fc378037-e8fa-4305-b00f-4af47933fd53,PASSED,40.61422856648763,15.006741523742676,0.369494683351571,1024.0,0.10256410390138626
legacy,f7d6ac7c-24ec-47e4-aefc-4863a5e3e1d9,PASSED,26.648096084594727,13.691530545552572,0.5137901973217385,1024.0,0.3660714030265808
